First 500 users - Sorted by Age → First Name → Last Name

=== MERGE SORT STATISTICS ===
Time: 0.000969400 seconds
Comparisons: 3,855
Writes: 4,488
Auxiliary Memory (max elements): 500
Recursion Depth: 9

=== BUBBLE SORT STATISTICS ===
Time: 0.016333000 seconds
Comparisons: 123,804
Swaps: 62,962
Auxiliary Memory (max elements): 1
Recursion Depth: 0

=== SORTED DATA ===
  Age:  18, First Name: Binh      , Last Name: Vo        
  Age:  35, First Name: Nga       , Last Name: Bui       
  Age:  35, First Name: Quang     , Last Name: Bui       
  Age:  35, First Name: San       , Last Name: Vo        
  Age:  35, First Name: Tho       , Last Name: Pham      
  Age:  35, First Name: Toan      , Last Name: Vo        
  Age:  35, First Name: Van       , Last Name: Ly        
  Age:  35, First Name: Yen       , Last Name: Hoang     
  Age:  36, First Name: Hoang     , Last Name: Pham      
  Age:  36, First Name: Mai       , Last Name: Phan      
  Age:  36, First Name: Nhan      , Last Name: Do        
  Age:  36, First Name: Son       , Last Name: Ho        
  Age:  36, First Name: Thao      , Last Name: Do        
  Age:  36, First Name: Thu       , Last Name: Vu        
  Age:  36, First Name: Thuy      , Last Name: Duong     
  Age:  36, First Name: Tuyen     , Last Name: Ho        
  Age:  37, First Name: Binh      , Last Name: Bui       
  Age:  37, First Name: Dat       , Last Name: Le        
  Age:  37, First Name: Gia       , Last Name: Ly        
  Age:  37, First Name: Hien      , Last Name: Hoang     
  Age:  37, First Name: Hoa       , Last Name: Pham      
  Age:  37, First Name: My        , Last Name: Hoang     
  Age:  37, First Name: Quan      , Last Name: Nguyen    
  Age:  37, First Name: Quynh     , Last Name: Do        
  Age:  37, First Name: San       , Last Name: Do        
  Age:  37, First Name: Thi       , Last Name: Tran      
  Age:  37, First Name: Toan      , Last Name: Hoang     
  Age:  37, First Name: Xuan      , Last Name: Ly        
  Age:  38, First Name: Nhi       , Last Name: Le        
  Age:  38, First Name: Thi       , Last Name: Ho        
  Age:  38, First Name: Trang     , Last Name: Vu        
  Age:  38, First Name: Uyen      , Last Name: Phan      
  Age:  38, First Name: Van       , Last Name: Ngo       
  Age:  38, First Name: Vinh      , Last Name: Ho        
  Age:  38, First Name: Vy        , Last Name: Bui       
  Age:  38, First Name: Yen       , Last Name: Bui       
  Age:  39, First Name: Gia       , Last Name: Ho        
  Age:  39, First Name: Hanh      , Last Name: Bui       
  Age:  39, First Name: Hanh      , Last Name: Bui       
  Age:  39, First Name: Hanh      , Last Name: Ngo       
  Age:  39, First Name: Hoang     , Last Name: Do        
  Age:  39, First Name: Hoang     , Last Name: Ly        
  Age:  39, First Name: Lan       , Last Name: Dang      
  Age:  39, First Name: Loc       , Last Name: Hoang     
  Age:  39, First Name: San       , Last Name: Duong     
  Age:  39, First Name: Thi       , Last Name: Hoang     
  Age:  39, First Name: Thi       , Last Name: Vu        
  Age:  39, First Name: Van       , Last Name: Vu        
  Age:  39, First Name: Xuan      , Last Name: Duong     
  Age:  40, First Name: Giang     , Last Name: Duong     
  Age:  40, First Name: Khanh     , Last Name: Phan      
  Age:  40, First Name: Loc       , Last Name: Bui       
  Age:  40, First Name: Long      , Last Name: Duong     
  Age:  40, First Name: My        , Last Name: Duong     
  Age:  40, First Name: Nga       , Last Name: Tran      
  Age:  40, First Name: Thuy      , Last Name: Vo        
  Age:  40, First Name: Trang     , Last Name: Ngo       
  Age:  40, First Name: Van       , Last Name: Dang      
  Age:  40, First Name: Viet      , Last Name: Le        
  Age:  40, First Name: Vinh      , Last Name: Do        
  Age:  40, First Name: Vinh      , Last Name: Ho        
  Age:  41, First Name: Dung      , Last Name: Ly        
  Age:  41, First Name: Giang     , Last Name: Bui       
  Age:  41, First Name: Hoa       , Last Name: Vu        
  Age:  41, First Name: Khanh     , Last Name: Vo        
  Age:  41, First Name: Lan       , Last Name: Tran      
  Age:  41, First Name: Long      , Last Name: Dang      
  Age:  41, First Name: Mai       , Last Name: Ho        
  Age:  41, First Name: Minh      , Last Name: Le        
  Age:  41, First Name: My        , Last Name: Ho        
  Age:  41, First Name: Nhi       , Last Name: Bui       
  Age:  41, First Name: Thao      , Last Name: Hoang     
  Age:  41, First Name: Thinh     , Last Name: Vo        
  Age:  41, First Name: Tin       , Last Name: Ho        
  Age:  42, First Name: Binh      , Last Name: Ngo       
  Age:  42, First Name: Hai       , Last Name: Do        
  Age:  42, First Name: Hoa       , Last Name: Bui       
  Age:  42, First Name: Linh      , Last Name: Bui       
  Age:  42, First Name: Nam       , Last Name: Phan      
  Age:  42, First Name: Nhan      , Last Name: Duong     
  Age:  42, First Name: Nhi       , Last Name: Ho        
  Age:  42, First Name: Son       , Last Name: Phan      
  Age:  42, First Name: Thanh     , Last Name: Vu        
  Age:  42, First Name: Tien      , Last Name: Duong     
  Age:  42, First Name: Van       , Last Name: Ly        
  Age:  42, First Name: Viet      , Last Name: Hoang     
  Age:  43, First Name: Kim       , Last Name: Bui       
  Age:  43, First Name: Loc       , Last Name: Tran      
  Age:  43, First Name: Mai       , Last Name: Bui       
  Age:  43, First Name: Minh      , Last Name: Vu        
  Age:  43, First Name: Quang     , Last Name: Hoang     
  Age:  43, First Name: San       , Last Name: Vu        
  Age:  43, First Name: Thanh     , Last Name: Bui       
  Age:  43, First Name: Thuy      , Last Name: Nguyen    
  Age:  43, First Name: Trang     , Last Name: Bui       
  Age:  43, First Name: Trang     , Last Name: Do        
  Age:  43, First Name: Viet      , Last Name: Ho        
  Age:  43, First Name: Vy        , Last Name: Pham      
  Age:  44, First Name: An        , Last Name: Phan      
  Age:  44, First Name: Dat       , Last Name: Tran      
  Age:  44, First Name: Duc       , Last Name: Ngo       
  Age:  44, First Name: Gia       , Last Name: Hoang     
  Age:  44, First Name: Giang     , Last Name: Ly        
  Age:  44, First Name: Hien      , Last Name: Hoang     
  Age:  44, First Name: Hoang     , Last Name: Ho        
  Age:  44, First Name: Kim       , Last Name: Le        
  Age:  44, First Name: Long      , Last Name: Vo        
  Age:  44, First Name: Quan      , Last Name: Bui       
  Age:  44, First Name: Quang     , Last Name: Pham      
  Age:  44, First Name: Son       , Last Name: Hoang     
  Age:  44, First Name: Tai       , Last Name: Vo        
  Age:  44, First Name: Thien     , Last Name: Ho        
  Age:  44, First Name: Trung     , Last Name: Phan      
  Age:  44, First Name: Van       , Last Name: Ho        
  Age:  44, First Name: Viet      , Last Name: Ly        
  Age:  44, First Name: Viet      , Last Name: Phan      
  Age:  45, First Name: Hanh      , Last Name: Vo        
  Age:  45, First Name: Kim       , Last Name: Ly        
  Age:  45, First Name: Lan       , Last Name: Bui       
  Age:  45, First Name: Loc       , Last Name: Vu        
  Age:  45, First Name: Minh      , Last Name: Pham      
  Age:  45, First Name: Nhan      , Last Name: Bui       
  Age:  45, First Name: Phuc      , Last Name: Duong     
  Age:  45, First Name: Thao      , Last Name: Ly        
  Age:  45, First Name: Thien     , Last Name: Ngo       
  Age:  45, First Name: Toan      , Last Name: Tran      
  Age:  45, First Name: Van       , Last Name: Do        
  Age:  46, First Name: An        , Last Name: Phan      
  Age:  46, First Name: Chau      , Last Name: Vo        
  Age:  46, First Name: Chau      , Last Name: Vo        
  Age:  46, First Name: Giang     , Last Name: Bui       
  Age:  46, First Name: Hai       , Last Name: Duong     
  Age:  46, First Name: Kim       , Last Name: Hoang     
  Age:  46, First Name: Kim       , Last Name: Phan      
  Age:  46, First Name: Lan       , Last Name: Ly        
  Age:  46, First Name: Lan       , Last Name: Vu        
  Age:  46, First Name: Nhan      , Last Name: Phan      
  Age:  46, First Name: Phuong    , Last Name: Tran      
  Age:  46, First Name: Thi       , Last Name: Duong     
  Age:  46, First Name: Tu        , Last Name: Phan      
  Age:  46, First Name: Tuyen     , Last Name: Phan      
  Age:  46, First Name: Vy        , Last Name: Bui       
  Age:  47, First Name: Dat       , Last Name: Le        
  Age:  47, First Name: Hoa       , Last Name: Do        
  Age:  47, First Name: Hoang     , Last Name: Vu        
  Age:  47, First Name: Huong     , Last Name: Dang      
  Age:  47, First Name: Nam       , Last Name: Ho        
  Age:  47, First Name: Quan      , Last Name: Ngo       
  Age:  48, First Name: Binh      , Last Name: Do        
  Age:  48, First Name: Hoa       , Last Name: Pham      
  Age:  48, First Name: Minh      , Last Name: Le        
  Age:  48, First Name: Phuong    , Last Name: Phan      
  Age:  48, First Name: San       , Last Name: Ho        
  Age:  48, First Name: Tam       , Last Name: Vo        
  Age:  48, First Name: Toan      , Last Name: Dang      
  Age:  49, First Name: Chau      , Last Name: Dang      
  Age:  49, First Name: Cuong     , Last Name: Duong     
  Age:  49, First Name: Hai       , Last Name: Vu        
  Age:  49, First Name: Hanh      , Last Name: Nguyen    
  Age:  49, First Name: Hoang     , Last Name: Do        
  Age:  49, First Name: Hung      , Last Name: Tran      
  Age:  49, First Name: Lan       , Last Name: Bui       
  Age:  49, First Name: Linh      , Last Name: Phan      
  Age:  49, First Name: My        , Last Name: Hoang     
  Age:  49, First Name: Tai       , Last Name: Pham      
  Age:  49, First Name: Thanh     , Last Name: Do        
  Age:  49, First Name: Thien     , Last Name: Nguyen    
  Age:  49, First Name: Tien      , Last Name: Nguyen    
  Age:  50, First Name: An        , Last Name: Bui       
  Age:  50, First Name: Dat       , Last Name: Bui       
  Age:  50, First Name: Dung      , Last Name: Vo        
  Age:  50, First Name: Hanh      , Last Name: Ly        
  Age:  50, First Name: Mai       , Last Name: Pham      
  Age:  50, First Name: Minh      , Last Name: Bui       
  Age:  50, First Name: Nam       , Last Name: Phan      
  Age:  50, First Name: Nga       , Last Name: Ly        
  Age:  50, First Name: Nhi       , Last Name: Vu        
  Age:  50, First Name: San       , Last Name: Dang      
  Age:  50, First Name: Tai       , Last Name: Ngo       
  Age:  50, First Name: Thinh     , Last Name: Pham      
  Age:  50, First Name: Trang     , Last Name: Ho        
  Age:  50, First Name: Uyen      , Last Name: Dang      
  Age:  50, First Name: Vinh      , Last Name: Phan      
  Age:  51, First Name: Chau      , Last Name: Duong     
  Age:  51, First Name: Long      , Last Name: Do        
  Age:  51, First Name: Nhi       , Last Name: Vo        
  Age:  51, First Name: Quan      , Last Name: Le        
  Age:  51, First Name: Tho       , Last Name: Ngo       
  Age:  51, First Name: Uyen      , Last Name: Tran      
  Age:  51, First Name: Xuan      , Last Name: Tran      
  Age:  52, First Name: Bao       , Last Name: Vu        
  Age:  52, First Name: Dat       , Last Name: Dang      
  Age:  52, First Name: Dat       , Last Name: Tran      
  Age:  52, First Name: Gia       , Last Name: Bui       
  Age:  52, First Name: Minh      , Last Name: Bui       
  Age:  52, First Name: Son       , Last Name: Ngo       
  Age:  52, First Name: Thu       , Last Name: Bui       
  Age:  52, First Name: Van       , Last Name: Nguyen    
  Age:  52, First Name: Vy        , Last Name: Ngo       
  Age:  53, First Name: Hoa       , Last Name: Ngo       
  Age:  53, First Name: Khoa      , Last Name: Do        
  Age:  53, First Name: Kim       , Last Name: Phan      
  Age:  53, First Name: My        , Last Name: Vu        
  Age:  53, First Name: Nam       , Last Name: Vu        
  Age:  53, First Name: Son       , Last Name: Tran      
  Age:  53, First Name: Tu        , Last Name: Bui       
  Age:  53, First Name: Vinh      , Last Name: Dang      
  Age:  53, First Name: Vy        , Last Name: Vo        
  Age:  54, First Name: Duc       , Last Name: Duong     
  Age:  54, First Name: Hung      , Last Name: Pham      
  Age:  54, First Name: Loc       , Last Name: Duong     
  Age:  54, First Name: Mai       , Last Name: Bui       
  Age:  54, First Name: Mai       , Last Name: Tran      
  Age:  54, First Name: Phuc      , Last Name: Phan      
  Age:  55, First Name: Binh      , Last Name: Ngo       
  Age:  55, First Name: Duc       , Last Name: Do        
  Age:  55, First Name: Hai       , Last Name: Pham      
  Age:  55, First Name: Hoa       , Last Name: Tran      
  Age:  55, First Name: Hoang     , Last Name: Vo        
  Age:  55, First Name: Quang     , Last Name: Nguyen    
  Age:  55, First Name: San       , Last Name: Pham      
  Age:  55, First Name: Son       , Last Name: Bui       
  Age:  55, First Name: Thi       , Last Name: Nguyen    
  Age:  55, First Name: Trinh     , Last Name: Hoang     
  Age:  55, First Name: Tu        , Last Name: Do        
  Age:  55, First Name: Van       , Last Name: Duong     
  Age:  55, First Name: Vy        , Last Name: Nguyen    
  Age:  55, First Name: Vy        , Last Name: Vu        
  Age:  56, First Name: Dung      , Last Name: Nguyen    
  Age:  56, First Name: Hanh      , Last Name: Ngo       
  Age:  56, First Name: Huong     , Last Name: Tran      
  Age:  56, First Name: Kim       , Last Name: Bui       
  Age:  56, First Name: Kim       , Last Name: Ngo       
  Age:  56, First Name: Linh      , Last Name: Hoang     
  Age:  56, First Name: Quan      , Last Name: Tran      
  Age:  56, First Name: Tam       , Last Name: Bui       
  Age:  56, First Name: Tam       , Last Name: Vo        
  Age:  56, First Name: Thanh     , Last Name: Vo        
  Age:  56, First Name: Yen       , Last Name: Nguyen    
  Age:  57, First Name: Dat       , Last Name: Ngo       
  Age:  57, First Name: Duc       , Last Name: Le        
  Age:  57, First Name: Long      , Last Name: Nguyen    
  Age:  57, First Name: My        , Last Name: Vu        
  Age:  57, First Name: Nhi       , Last Name: Ly        
  Age:  57, First Name: San       , Last Name: Ngo       
  Age:  57, First Name: Thao      , Last Name: Pham      
  Age:  57, First Name: Trung     , Last Name: Nguyen    
  Age:  58, First Name: An        , Last Name: Le        
  Age:  58, First Name: Cuong     , Last Name: Hoang     
  Age:  58, First Name: Giang     , Last Name: Ly        
  Age:  58, First Name: Hoang     , Last Name: Le        
  Age:  58, First Name: My        , Last Name: Ngo       
  Age:  58, First Name: Quang     , Last Name: Ngo       
  Age:  58, First Name: Vinh      , Last Name: Ngo       
  Age:  58, First Name: Yen       , Last Name: Duong     
  Age:  59, First Name: An        , Last Name: Ho        
  Age:  59, First Name: Hien      , Last Name: Do        
  Age:  59, First Name: Hung      , Last Name: Phan      
  Age:  59, First Name: Nhi       , Last Name: Duong     
  Age:  59, First Name: Quynh     , Last Name: Do        
  Age:  59, First Name: Quynh     , Last Name: Vu        
  Age:  59, First Name: Thuy      , Last Name: Do        
  Age:  59, First Name: Tin       , Last Name: Le        
  Age:  59, First Name: Toan      , Last Name: Bui       
  Age:  59, First Name: Tu        , Last Name: Bui       
  Age:  59, First Name: Vy        , Last Name: Phan      
  Age:  59, First Name: Yen       , Last Name: Tran      
  Age:  60, First Name: Cuong     , Last Name: Phan      
  Age:  60, First Name: Dat       , Last Name: Dang      
  Age:  60, First Name: Hanh      , Last Name: Do        
  Age:  60, First Name: Khoa      , Last Name: Dang      
  Age:  60, First Name: Nhan      , Last Name: Vo        
  Age:  60, First Name: Nhung     , Last Name: Bui       
  Age:  60, First Name: Quan      , Last Name: Vo        
  Age:  60, First Name: San       , Last Name: Duong     
  Age:  60, First Name: San       , Last Name: Ho        
  Age:  60, First Name: Son       , Last Name: Vu        
  Age:  60, First Name: Tuyen     , Last Name: Hoang     
  Age:  60, First Name: Uyen      , Last Name: Duong     
  Age:  61, First Name: Duc       , Last Name: Hoang     
  Age:  61, First Name: Hanh      , Last Name: Ngo       
  Age:  61, First Name: Hanh      , Last Name: Nguyen    
  Age:  61, First Name: Huong     , Last Name: Vu        
  Age:  61, First Name: Linh      , Last Name: Vo        
  Age:  61, First Name: Loc       , Last Name: Do        
  Age:  61, First Name: Loc       , Last Name: Ly        
  Age:  61, First Name: Long      , Last Name: Vu        
  Age:  61, First Name: My        , Last Name: Ly        
  Age:  61, First Name: Nga       , Last Name: Phan      
  Age:  61, First Name: Phuc      , Last Name: Phan      
  Age:  61, First Name: Phuong    , Last Name: Le        
  Age:  61, First Name: Quan      , Last Name: Tran      
  Age:  61, First Name: Quang     , Last Name: Tran      
  Age:  61, First Name: Tai       , Last Name: Le        
  Age:  61, First Name: Thanh     , Last Name: Duong     
  Age:  61, First Name: Thi       , Last Name: Phan      
  Age:  61, First Name: Thuy      , Last Name: Le        
  Age:  61, First Name: Uyen      , Last Name: Do        
  Age:  61, First Name: Vinh      , Last Name: Dang      
  Age:  62, First Name: Gia       , Last Name: Hoang     
  Age:  62, First Name: Hai       , Last Name: Le        
  Age:  62, First Name: Hien      , Last Name: Dang      
  Age:  62, First Name: Hien      , Last Name: Ho        
  Age:  62, First Name: Minh      , Last Name: Vo        
  Age:  62, First Name: My        , Last Name: Le        
  Age:  62, First Name: Trinh     , Last Name: Le        
  Age:  62, First Name: Truong    , Last Name: Le        
  Age:  62, First Name: Tuyen     , Last Name: Pham      
  Age:  62, First Name: Yen       , Last Name: Ly        
  Age:  63, First Name: Long      , Last Name: Dang      
  Age:  63, First Name: Phuong    , Last Name: Hoang     
  Age:  63, First Name: Thi       , Last Name: Ho        
  Age:  63, First Name: Thinh     , Last Name: Ly        
  Age:  63, First Name: Thu       , Last Name: Phan      
  Age:  63, First Name: Tien      , Last Name: Vo        
  Age:  63, First Name: Tin       , Last Name: Le        
  Age:  63, First Name: Toan      , Last Name: Ly        
  Age:  63, First Name: Trang     , Last Name: Le        
  Age:  63, First Name: Van       , Last Name: Pham      
  Age:  63, First Name: Viet      , Last Name: Tran      
  Age:  64, First Name: Dung      , Last Name: Vu        
  Age:  64, First Name: Gia       , Last Name: Bui       
  Age:  64, First Name: Giang     , Last Name: Hoang     
  Age:  64, First Name: Hoa       , Last Name: Do        
  Age:  64, First Name: Loc       , Last Name: Vo        
  Age:  64, First Name: Tam       , Last Name: Do        
  Age:  64, First Name: Thi       , Last Name: Tran      
  Age:  64, First Name: Thuy      , Last Name: Nguyen    
  Age:  64, First Name: Truong    , Last Name: Bui       
  Age:  64, First Name: Tuyen     , Last Name: Dang      
  Age:  64, First Name: Tuyen     , Last Name: Tran      
  Age:  64, First Name: Vinh      , Last Name: Bui       
  Age:  64, First Name: Xuan      , Last Name: Dang      
  Age:  65, First Name: Dat       , Last Name: Nguyen    
  Age:  65, First Name: Nhan      , Last Name: Do        
  Age:  65, First Name: Phuc      , Last Name: Vo        
  Age:  65, First Name: Phuong    , Last Name: Ly        
  Age:  65, First Name: Quan      , Last Name: Dang      
  Age:  65, First Name: Quang     , Last Name: Ngo       
  Age:  65, First Name: Thao      , Last Name: Ly        
  Age:  65, First Name: Viet      , Last Name: Nguyen    
