First 250 users - Sorted by Age → First Name → Last Name

=== MERGE SORT STATISTICS ===
Time: 0.000422600 seconds
Comparisons: 1,667
Writes: 1,994
Auxiliary Memory (max elements): 250
Recursion Depth: 8

=== BUBBLE SORT STATISTICS ===
Time: 0.004879000 seconds
Comparisons: 31,089
Swaps: 16,368
Auxiliary Memory (max elements): 1
Recursion Depth: 0

=== SORTED DATA ===
  Age:  18, First Name: Binh      , Last Name: Vo        
  Age:  49, First Name: Hoang     , Last Name: Do        
  Age:  49, First Name: Hung      , Last Name: Tran      
  Age:  49, First Name: Lan       , Last Name: Bui       
  Age:  49, First Name: My        , Last Name: Hoang     
  Age:  49, First Name: Tai       , Last Name: Pham      
  Age:  49, First Name: Thanh     , Last Name: Do        
  Age:  49, First Name: Thien     , Last Name: Nguyen    
  Age:  50, First Name: Dung      , Last Name: Vo        
  Age:  50, First Name: Minh      , Last Name: Bui       
  Age:  50, First Name: Nam       , Last Name: Phan      
  Age:  50, First Name: Nga       , Last Name: Ly        
  Age:  50, First Name: San       , Last Name: Dang      
  Age:  50, First Name: Uyen      , Last Name: Dang      
  Age:  51, First Name: Nhi       , Last Name: Vo        
  Age:  51, First Name: Quan      , Last Name: Le        
  Age:  51, First Name: Uyen      , Last Name: Tran      
  Age:  51, First Name: Xuan      , Last Name: Tran      
  Age:  52, First Name: Bao       , Last Name: Vu        
  Age:  52, First Name: Dat       , Last Name: Dang      
  Age:  52, First Name: Thu       , Last Name: Bui       
  Age:  52, First Name: Van       , Last Name: Nguyen    
  Age:  52, First Name: Vy        , Last Name: Ngo       
  Age:  53, First Name: Khoa      , Last Name: Do        
  Age:  53, First Name: Son       , Last Name: Tran      
  Age:  53, First Name: Tu        , Last Name: Bui       
  Age:  53, First Name: Vinh      , Last Name: Dang      
  Age:  53, First Name: Vy        , Last Name: Vo        
  Age:  54, First Name: Duc       , Last Name: Duong     
  Age:  54, First Name: Mai       , Last Name: Tran      
  Age:  54, First Name: Phuc      , Last Name: Phan      
  Age:  55, First Name: Binh      , Last Name: Ngo       
  Age:  55, First Name: Hai       , Last Name: Pham      
  Age:  55, First Name: San       , Last Name: Pham      
  Age:  55, First Name: Thi       , Last Name: Nguyen    
  Age:  55, First Name: Tu        , Last Name: Do        
  Age:  55, First Name: Van       , Last Name: Duong     
  Age:  55, First Name: Vy        , Last Name: Nguyen    
  Age:  56, First Name: Kim       , Last Name: Bui       
  Age:  56, First Name: Kim       , Last Name: Ngo       
  Age:  56, First Name: Linh      , Last Name: Hoang     
  Age:  56, First Name: Quan      , Last Name: Tran      
  Age:  56, First Name: Tam       , Last Name: Bui       
  Age:  57, First Name: Dat       , Last Name: Ngo       
  Age:  57, First Name: San       , Last Name: Ngo       
  Age:  57, First Name: Trung     , Last Name: Nguyen    
  Age:  58, First Name: Cuong     , Last Name: Hoang     
  Age:  58, First Name: Giang     , Last Name: Ly        
  Age:  58, First Name: My        , Last Name: Ngo       
  Age:  58, First Name: Quang     , Last Name: Ngo       
  Age:  58, First Name: Yen       , Last Name: Duong     
  Age:  59, First Name: Nhi       , Last Name: Duong     
  Age:  59, First Name: Quynh     , Last Name: Vu        
  Age:  59, First Name: Tin       , Last Name: Le        
  Age:  59, First Name: Tu        , Last Name: Bui       
  Age:  59, First Name: Vy        , Last Name: Phan      
  Age:  60, First Name: Dat       , Last Name: Dang      
  Age:  60, First Name: Nhan      , Last Name: Vo        
  Age:  60, First Name: Nhung     , Last Name: Bui       
  Age:  60, First Name: Quan      , Last Name: Vo        
  Age:  60, First Name: San       , Last Name: Ho        
  Age:  60, First Name: Son       , Last Name: Vu        
  Age:  60, First Name: Tuyen     , Last Name: Hoang     
  Age:  61, First Name: Duc       , Last Name: Hoang     
  Age:  61, First Name: Hanh      , Last Name: Nguyen    
  Age:  61, First Name: Huong     , Last Name: Vu        
  Age:  61, First Name: Loc       , Last Name: Ly        
  Age:  61, First Name: Long      , Last Name: Vu        
  Age:  61, First Name: Tai       , Last Name: Le        
  Age:  61, First Name: Thuy      , Last Name: Le        
  Age:  61, First Name: Uyen      , Last Name: Do        
  Age:  62, First Name: Gia       , Last Name: Hoang     
  Age:  62, First Name: Hai       , Last Name: Le        
  Age:  62, First Name: Hien      , Last Name: Ho        
  Age:  62, First Name: Truong    , Last Name: Le        
  Age:  62, First Name: Yen       , Last Name: Ly        
  Age:  63, First Name: Long      , Last Name: Dang      
  Age:  63, First Name: Phuong    , Last Name: Hoang     
  Age:  63, First Name: Thinh     , Last Name: Ly        
  Age:  63, First Name: Thu       , Last Name: Phan      
  Age:  63, First Name: Tin       , Last Name: Le        
  Age:  63, First Name: Van       , Last Name: Pham      
  Age:  63, First Name: Viet      , Last Name: Tran      
  Age:  64, First Name: Gia       , Last Name: Bui       
  Age:  64, First Name: Tam       , Last Name: Do        
  Age:  64, First Name: Thi       , Last Name: Tran      
  Age:  64, First Name: Tuyen     , Last Name: Tran      
  Age:  65, First Name: Dat       , Last Name: Nguyen    
  Age:  65, First Name: Phuong    , Last Name: Ly        
  Age:  65, First Name: Quang     , Last Name: Ngo       
